url,slug,title,updated
https://www.brainpad.co.jp/doors/contents/01_data_governance_3,01_data_governance_3,【シリーズ】データガバナンスがもたらすもの－第3回　データサイエンスとデータガバナンス | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_governance_4_1,01_data_governance_4_1,【シリーズ】データガバナンスがもたらすもの－第4回　組織組成・人材育成とデータガバナンス（前編） | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_governance_4_2,01_data_governance_4_2,【シリーズ】データガバナンスがもたらすもの－第4回　組織組成・人材育成とデータガバナンス（中編） | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_governance_4_3,01_data_governance_4_3,【シリーズ】データガバナンスがもたらすもの－第4回　組織組成・人材育成とデータガバナンス（後編） | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_governance_5_1,01_data_governance_5_1,【シリーズ】データガバナンスがもたらすもの－第5回　データ基盤構築とデータガバナンス（前編） | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_governance_5_2,01_data_governance_5_2,【シリーズ】データガバナンスがもたらすもの－第5回　データ基盤構築とデータガバナンス（後編） | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_governance_6_1,01_data_governance_6_1,【シリーズ】データガバナンスがもたらすもの－第6回　データ活用のあり方と攻めのデータガバナンス（前編） | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_governance_6_2,01_data_governance_6_2,【シリーズ】データガバナンスがもたらすもの－第6回　データ活用のあり方と攻めのデータガバナンス（後編） | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_governance_7,01_data_governance_7,【シリーズ】データガバナンスがもたらすもの－第7回　シリーズの振り返りから考える「内製化」の本懐 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_governance_8,01_data_governance_8,【シリーズ】データガバナンスがもたらすもの－第8回　金融業界とデータガバナンス | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_governance_9_1,01_data_governance_9_1,【シリーズ】データガバナンスがもたらすもの－第9回　データドリブン文化醸成とは（前編） | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_governance_9_2,01_data_governance_9_2,【シリーズ】データガバナンスがもたらすもの－第9回　データドリブン文化醸成とは（後編） | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_science_01,01_data_science_01,【前編】経営にデータサイエンスをどのように取り入れるか～DX推進の成否を分ける5つのトピック～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_science_02,01_data_science_02,【後編】経営にデータサイエンスをどのように取り入れるか～DX推進の成否を分ける5つのトピック～ | DOORS DX,2026-08-06
https://www.brainpad.co.jp/doors/contents/01_data_scientist_project_manager_interview-1,01_data_scientist_project_manager_interview-1,【シリーズ】データサイエンティストPM対談CASE1：新旧PM　松下芽以×高柳哲也～常駐型プロジェクトで成果を出すための共通認識～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_scientist_project_manager_interview-2,01_data_scientist_project_manager_interview-2,【シリーズ】データサイエンティストPM対談　CASE2：同期PM　井上麻美×丸山翔平～現場が求めるDSになるためのポイントとは？～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_scientist_project_manager_interview-3,01_data_scientist_project_manager_interview-3,データサイエンティストPM対談CASE3：牧野崇司×恒川充～上手なベンダーの使い方やコミュニケーションの取り方～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_scientist_usp_1,01_data_scientist_usp_1,【前編】データサイエンティストの強みをどのようにビジネス価値につなげていくか～キーワードは「2つの実コウ性」～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_scientist_usp_2,01_data_scientist_usp_2,【中編】データサイエンティストの強みをどのようにビジネス価値につなげていくか～キーワードは「2つの実コウ性」～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_data_scientist_usp_3,01_data_scientist_usp_3,【後編】データサイエンティストの強みをどのようにビジネス価値につなげていくか～キーワードは「2つの実コウ性」～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_datascientist_dashboard,01_datascientist_dashboard,ダッシュボードが切り開く、モデル現場装着の最短路～データサイエンティストでもアプリケーション開発ができる、MLOps新時代の到来～? | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_delivery_route_optimization,01_delivery_route_optimization,配送ルート最適化プロジェクトの現場実装 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_demand_forecast_1,01_demand_forecast_1,【前編】川中での「需要予測」が川上・川下にもメリットをもたらす時代が目前に！ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_demand_forecast_2,01_demand_forecast_2,【後編】川中での「需要予測」が川上・川下にもメリットをもたらす時代が目前に！ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dwh_dx_project,01_dwh_dx_project,DWHをデータ処理基盤として利用する～DXプロジェクトで欠かせない大量データの扱い方～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_anomaly_detection,01_dx_anomaly_detection,「異常検知・外観検査DX」における機械学習導入のポイント | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_casestudy_1,01_dx_casestudy_1,【ブレインパッドが支援したDXの成功事例5選を紹介！①】業種・職種を超えて変革を起こすデータ活用の力 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_casestudy_1-2,01_dx_casestudy_1-2,【ブレインパッドが支援したDXの成功事例5選を紹介！②】食の安心・安全貢献、ビジネスモデルの変革、伝統技術の継承など | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_casestudy_1-3,01_dx_casestudy_1-3,【ブレインパッドが支援したDXの成功事例5選を紹介！③】マーケティングDXの実現事例～テーマはOne to One～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_casestudy_1-4,01_dx_casestudy_1-4,【ブレインパッドが支援したDXの成功事例4選を紹介！④】AIとデータの力で自社を変革するための具体的な方法とは？ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_engineer_skillset,01_dx_engineer_skillset,DXプロジェクトを成功に導くエンジニアのスキルセットとは？ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_for_businessperson,01_dx_for_businessperson,DXを推進するビジネスパーソンに求められること | DOORS DX,2026-08-06
https://www.brainpad.co.jp/doors/contents/01_dx_insourcing,01_dx_insourcing,DXの「内製化」とは？ ビジネス価値の創造をもたらす真の内製化 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_insourcing_ideal_form,01_dx_insourcing_ideal_form,ブレインパッドが提唱。今の日本企業が目指すべきDX内製化の理想形「DX内製化3.0」とは？ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_natural_language_processing_1,01_dx_natural_language_processing_1,【前編】自然言語処理技術を用いた「テキストデータ」のビジネス活用の現在地 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_natural_language_processing_2,01_dx_natural_language_processing_2,【後編】自然言語処理技術を用いた「テキストデータ」のビジネス活用の現在地 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_omo_data_1,01_dx_omo_data_1,【前編】DX・OMO時代における消費者起点によるデータ利活用の取り組み | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_omo_data_2,01_dx_omo_data_2,【後編】DX・OMO時代における消費者起点によるデータ利活用の取り組み | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_planner_1,01_dx_planner_1,変革プランナーにとってのDX推進の急所～第1回 いまさらながらDXとは何か？～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_planner_2,01_dx_planner_2,変革プランナーにとってのDX推進の急所～第2回 DXと今までのIT活用の大きな違い～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_planner_3,01_dx_planner_3,変革プランナーにとってのDX推進の急所?第3回 変革プランナーにとって必須のスキル? | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_planner_4,01_dx_planner_4,変革プランナーにとってのDX推進の急所?第4回 イシューツリーで解くべき課題を見つける? | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_planner_5,01_dx_planner_5,変革プランナーにとってのDX推進の急所第5回 DXキャンバスとその使い方 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_planning_poc_phase,01_dx_planning_poc_phase,機械学習プロジェクトを推進するにあたって大切なこと～DX推進時の「企画・PoC」フェーズの落とし穴にはまらないために～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_planning_verification_development_phase,01_dx_planning_verification_development_phase,機械学習プロジェクトの実地検証＆開発フェーズを推進するポイント | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_presales,01_dx_presales,DX支援会社に相談する際に、事前に準備しておきたいこと | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_saas_1,01_dx_saas_1,【前編】DX×SaaS～DX時代の変化に対応するために必要となるSaaSソリューション～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dx_saas_2,01_dx_saas_2,【後編】DX×SaaS～DX時代におけるITプラットフォーム～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_dynamic_pricing,01_dynamic_pricing,データ分析を用いた、ダイナミック・プライシングの実用化～DX時代における物販ビジネスへの適用、浸透～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_finance_digitalmarketing,01_finance_digitalmarketing,金融×デジタルマーケティング～サイロ化されたデータの価値を最大化する方法～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_financial_industry_data_utilization_update,01_financial_industry_data_utilization_update,金融業界のデータ活用アップデート～FDUA金融データ活用組織チェックシート概説～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_firststep_using_microsoft_fabric_necessary_preparations,01_firststep_using_microsoft_fabric_necessary_preparations,Microsoft Fabric への移行：Azure SQL Database から レイクハウスへ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_generative_ai_hacking,01_generative_ai_hacking,生成AIのハッキング手法と対策（プロンプトベース） | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_generative_ai_llm_for_business,01_generative_ai_llm_for_business,生成AI・LLMをビジネス適用するための検討ポイントおよびユースケース | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_guidelines_for_in-house_use_generative_ai_llm,01_guidelines_for_in-house_use_generative_ai_llm,生成AI・LLMの社内活用におけるガイドライン策定のプロセスとポイント | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_history_of_data_utilization,01_history_of_data_utilization,データサイエンティストから見た、企業におけるデータ活用の変遷10年史 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_image_recognition_01,01_image_recognition_01,【前編】「画像認識」技術の変遷と、導入に向けてのポイント | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_image_recognition_02,01_image_recognition_02,【後編】「画像認識」技術の変遷と、導入に向けてのポイント | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_japan_future_what_we_can_do_now,01_japan_future_what_we_can_do_now,未来の日本の「創造」に向けて 今、私たちができること～ブレインパッド高橋社長インタビュー～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_kyoto_bank,01_kyoto_bank,地域金融機関による非金融サービスへの挑戦～京都銀行が目指す「生活総合サービスプラットフォーム」とは？～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_large_scale_complex_project_1,01_large_scale_complex_project_1,【前編】大規模・複合型プロジェクトが難しいワケ～PoCフェイズの2つの不確実性～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_large_scale_complex_project_2,01_large_scale_complex_project_2,【後編】大規模・複合型プロジェクトが難しいワケ～コミュニケーションコストの大きさと「重視される実コウ性」のシフト～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_ligla_engineerblog_1,01_ligla_engineerblog_1,【エンジニアブログ】RailsアプリケーションのフロントエンドをERB/jQueryからReactへ移行した事例 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_llm_as_a_judge,01_llm_as_a_judge,生成AIによる自動評価（LLM-as-a-Judge）のメリットと最新手法をご紹介 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_llm_evaluation_techniques,01_llm_evaluation_techniques,生成AIの評価指標・ベンチマークとそれらに関連する問題点や限界を解説 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_marketing_automation_dx_1,01_marketing_automation_dx_1,【前編】DX実現ツールとしてのMA?らしい?使い方 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_marketing_automation_dx_2,01_marketing_automation_dx_2,【後編】DX実現ツールとしてのMA?らしい?使い方 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_marketing_decisions_data_1,01_marketing_decisions_data_1,【シリーズ】マーケティングの意思決定とデータ第1回：マーケティングとDX | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_marketing_decisions_data_2,01_marketing_decisions_data_2,【シリーズ】マーケティングの意思決定とデータ第2回：マーケティングの意思決定とKPI | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_marketing_decisions_data_3,01_marketing_decisions_data_3,【シリーズ】マーケティングの意思決定とデータ第3回：マーケティングの意思決定とKPI | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_marketing_decisions_data_4,01_marketing_decisions_data_4,【シリーズ】マーケティングの意思決定とデータ第4回：消費者理解のためのデータ活用 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_marketing_decisions_data_5,01_marketing_decisions_data_5,【シリーズ】マーケティングの意思決定とデータ第5回：データとビジネス機会の関係 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_marketing_decisions_data_6,01_marketing_decisions_data_6,【シリーズ】マーケティングの意思決定とデータ第6回：数式の果たす役割 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_marketing_decisions_data_7,01_marketing_decisions_data_7,【シリーズ】マーケティングの意思決定とデータ第7回：意思決定とデータ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_marketing_decisions_data_8,01_marketing_decisions_data_8,【シリーズ】マーケティングの意思決定とデータ第8回：データによる結果と確率の推定 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_marketing_dx_2021_1,01_marketing_dx_2021_1,【前編】マーケティングDXの実現に向けてマーテクの変遷とSoEの本質 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_marketing_dx_2021_2,01_marketing_dx_2021_2,【後編】マーケティングDXの実現に向けて実現に不可欠な8つの人材像 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_materials_informatics,01_materials_informatics,「データは少ないが予測はしたい」マテリアルズインフォマティクス(MI)の実践ポイント | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_materials_informatics_2nd_knowledge,01_materials_informatics_2nd_knowledge,単発成果のマテリアルズインフォマティクスを持続的な経営効果へ変える｜２周目のMIへ踏み出すための処方箋 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_mathematical_optimization,01_mathematical_optimization,データをアクションにつなげる技術「数理最適化」の使い道やできること | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_mathematical_optimization_dx_1,01_mathematical_optimization_dx_1,数理最適化の新時代到来 ～最適化→予測でDXは加速する～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_mathematical_optimization_dx_3,01_mathematical_optimization_dx_3,「逆問題解析」～人間が受け入れやすい 、自然な解釈を生む数理最適化の新たな活用法～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_method_humanresource_development_dx,01_method_humanresource_development_dx,DX時代に不可欠な、データ活用人材を育成するコツとは～累計7万人以上の育成経験を通して見えてきたこと～ | DOORS DX,2026-08-06
https://www.brainpad.co.jp/doors/contents/01_mirroring_microsoft_fabric_necessary_preparations,01_mirroring_microsoft_fabric_necessary_preparations,Microsoft Fabric のミラーリング：Azure SQL Database | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_mistakes_data_humanresource_development,01_mistakes_data_humanresource_development,間違いだらけのデータ?材育成術 | DOORS DX,2026-08-06
https://www.brainpad.co.jp/doors/contents/01_multi_armed_bandit_problem,01_multi_armed_bandit_problem,「強化学習」を活用したレコメンドの精度向上で、顧客コミュニケーションはどう変わるか | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_nlp_transformer,01_nlp_transformer,「自然言語処理」プロジェクトを円滑に進めるためのポイント | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_oh-ami,01_oh-ami,UX思考に基づき、ホビーECサイト「あみあみ」の運用改善に取り組む | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_palatability_recommend,01_palatability_recommend,嗜好性レコメンドの裏側～?感性?をデータ化し、マーケティングに活かすために必要なこと～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_personalization_recommendation,01_personalization_recommendation,パーソナライズ、レコメンドの変遷～ECサイト勃興期から現在～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_possibilities_of_data_utilization_financial_industry,01_possibilities_of_data_utilization_financial_industry,金融業界におけるデータ活用の可能性 ～コンサルタント×データサイエンティスト対談～ 「第1回 金融データ活用チャレンジ」入賞記念 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_preparation_data_infrastructure,01_preparation_data_infrastructure,データ基盤・データ活用に投資する前に準備すべきこと | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_quality_assurance,01_quality_assurance,データ分析の「品質担保」の勘所～分析プロジェクトを成功に導く第三者の眼～ | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_quantitative_evaluation_year_2024_problem,01_quantitative_evaluation_year_2024_problem,「2024年問題」による配送業務への影響の定量的な評価 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_reskilling_data_engineer-1,01_reskilling_data_engineer-1,【シリーズ】リスキリング×データエンジニア　CASE1：菅井熱志 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_reskilling_data_scientist-1,01_reskilling_data_scientist-1,【シリーズ】リスキリング×データサイエンティスト　CASE1：中山英樹 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_reskilling_data_scientist-2,01_reskilling_data_scientist-2,【シリーズ】リスキリング×データサイエンティスト　CASE2：中道亮介 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_resona_dataignition,01_resona_dataignition,資本業務提携から生まれた共創のかたち：りそな×ブレインパッドが「Data Ignition」で描く地域と社会の未来 | DOORS DX,2026-08-07
https://www.brainpad.co.jp/doors/contents/01_retail_data_analysis,01_retail_data_analysis,小売業界のデータ分析でつまずかないための工夫～業界特有の事情をくみ取ったデータ分析を行うには～ | DOORS DX,2026-08-06
